address,floor_area,agent_name,baths,beds,price
"1 Saint Killian's Avenue, Greenhills, Walkinstown, Dublin 12",,,2 Bath,3 Bed,"€424,950 "
"16 Cameron Street, Dublin 8",44 m²,,1 Bath,1 Bed,"€280,000 "
"84 Cooley Road, Drimnagh, Drimnagh, Dublin 12",,,1 Bath,2 Bed,"€299,950 "
"63 Seagrave Drive, Finglas, Finglas, Dublin 11",,,2 Bath,2 Bed,"€235,000 "
"3 Yellow Road, Whitehall, Whitehall, Dublin 9",102 m²,,1 Bath,4 Bed,"€380,000 "
"5 Killarney Avenue, Killarney Street, Dublin 1",90 m²,,1 Bath,3 Bed,"€350,000 "
"Apartment 13, Grafton Hall, Aungier Street, Dublin 2",,,1 Bath,1 Bed,"AMV: €230,000 "
"9 Glebe Square, Newcastle, Co. Dublin",117 m²,,3 Bath,3 Bed,"€395,000 "
"69 Celtic Park Avenue, Whitehall, Whitehall, Dublin 9",,,1 Bath,3 Bed,"€399,750 "
"9 Leinster Park, Harold's Cross Road, Harold's Cross, Dublin 6",142 m²,,4 Bath,4 Bed,"€675,000 "
"3 Windsor Road, Rathmines, Dublin 6",252 m²,,2 Bath,4 Bed,"€1,650,000 "
"Saint Anthony, 149 Decies Road, Ballyfermot, Dublin 10",,,1 Bath,3 Bed,"€230,000 "
"12 Leopardstown Lawn, Stillorgan, Co. Dublin",184 m²,,3 Bath,5 Bed,"€995,000 "
"49 Grace Park Heights, Drumcondra, Dublin 9",106 m²,,1 Bath,3 Bed,"€425,000 "
"3 Railway Cottages, Ballsbridge, Dublin 4",80 m²,,2 Bath,3 Bed,"€750,000 "
"3 Belclare Green, Ballymun, Dublin 11",84 m²,,1 Bath,3 Bed,"€229,950 "
"2 Orwell Park Heights, Templeogue, Dublin 16",,,1 Bath,3 Bed,"€550,000 "
"2 Kennington Road, Templeogue, Dublin 16",,,2 Bath,4 Bed,"€645,000 "
"75 The Heights, Melrose Park, Kinsealy, Swords, Co. Dublin",88 m²,,2 Bath,3 Bed,"€360,000 "
"10 Cill Eanna, Raheny, Dublin 5",102 m²,,1 Bath,3 Bed,"€570,000 "
"3 Meadowfield, Sandyford, Sandyford, Dublin 18",191 m²,,4 Bath,5 Bed,"€895,000 "
"31 Wynberg Park Blackrock, Blackrock, Co. Dublin",131 m²,,2 Bath,4 Bed,"€795,000 "
"9 Woodstown Gardens, Knocklyon, Dublin 16",117 m²,,3 Bath,4 Bed,"€585,000 "
"13 Orchard Green, Coolmine, Clonsilla, Dublin 15",139 m²,,2 Bath,3 Bed,"€575,000 "
"Rogerstown, Rush, Co. Dublin",206 m²,,3 Bath,4 Bed,"€795,000 "
"19 Woodlawn Park, Churchtown, Churchtown, Dublin 14",128 m²,,1 Bath,4 Bed,"€895,000 "
"Apartment 11, 3 Main Street, Clongriffin, Dublin 13",72 m²,,2 Bath,2 Bed,"€295,000 "
"Apartment 29, De Vesci House, Dun Laoghaire, Co. Dublin",66 m²,,2 Bath,2 Bed,"€475,000 "
"Apartment 71, Deerpark Close, Kiltipper, Tallaght, Dublin 24",69 m²,,1 Bath,2 Bed,"€220,000 "
"2A Monastery Heath Avenue, Clondalkin, Clondalkin, Dublin 22",124 m²,,3 Bath,4 Bed,"€485,000 "
"2 Brighton Gardens, Rathgar, Rathgar, Dublin 6",77 m²,,1 Bath,2 Bed,"€650,000 "
"8 Infirmary Road, Stoneybatter, Dublin 7",69 m²,,1 Bath,2 Bed,"€425,000 "
"Clann Beag, Channel Road, Rush, Co. Dublin",1 ac,,,,"€195,000 "
"Apartment 28, Block C, Greenhills Court, Greenhills Road, Tallaght, Dublin 24",80 m²,,1 Bath,2 Bed,"€230,000 "
"Thomond, 680 Collins Avenue Extension, Whitehall, Dublin 9",112 m²,,2 Bath,3 Bed,"€435,000 "
"18 Effra Road, Rathmines, Rathmines, Dublin 6",132 m²,,6 Bath,6 Bed,"€895,000 "
"49 Saint John's Close, Clondalkin, Clondalkin, Dublin 22",70 m²,,1 Bath,2 Bed,"€280,000 "
"282 The Argyle, Custom House Harbour, IFSC, Co. Dublin",56 m²,,1 Bath,2 Bed,"€370,000 "
"27 Hillcrest Avenue, Lucan, Co. Dublin",81 m²,,1 Bath,3 Bed,"€330,000 "
"56A Ardmore Park, Dun Laoghaire, Co. Dublin",126 m²,,2 Bath,3 Bed,"€594,950 "
"33 Holywell Lane, Swords, Co. Dublin",90 m²,,3 Bath,3 Bed,"€299,000 "
"2 Roseacre, Kilgobbin Road, Sandyford, Dublin 18",213 m²,,3 Bath,5 Bed,"€995,000 "
"14 Symphony House, Adelaide Road, Dublin 2",48 m²,,1 Bath,1 Bed,"€375,000 "
"Apartment 205, Longboat Quay North Apartments, Dublin 2",71 m²,,2 Bath,2 Bed,"€475,000 "
"77 Strand Road, Sandymount, Sandymount, Dublin 4",234 m²,,4 Bath,5 Bed,"€1,750,000 "
" 94 Glasanaon Road (plus Corner Site), Finglas, Dublin 11",72 m²,,1 Bath,4 Bed,"€345,000 "
"2 Offington Drive, Sutton, Dublin 13",136 m²,,2 Bath,4 Bed,"€895,000 "
"17 Highland View, The Park, Cabinteely, Dublin 18",96 m²,,1 Bath,3 Bed,"€500,000 "
"157a Whitehall Road West, Perrystown, Dublin 12",,,3 Bath,3 Bed,"€675,000 "
"29 Castlelands Grove, Hyde Road, Dalkey, Co. Dublin",102 m²,,3 Bath,3 Bed,"€785,000 "
"34 Ard Mor Crescent, Fortunestown, Tallaght, Dublin 24",81 m²,,1 Bath,3 Bed,"€250,000 "
"7 Garnish Square, Waterville, Blanchardstown, Dublin 15",81 m²,,2 Bath,2 Bed,"€260,000 "
"Apartment 4, Brookfield Court, Rialto, Dublin 8",46 m²,,1 Bath,2 Bed,"€220,000 ONLINE OFFERS"
"11 Sunnybank, Islandbridge, Dublin 8",61 m²,,2 Bath,2 Bed,"€325,000 "
"15 Connawood Lawn, Old Connaught Avenue, Bray",99 m²,,2 Bath,3 Bed,"€445,000 "
"50 Foxes Grove, Shankill, Dublin 18",106 m²,,2 Bath,3 Bed,"€580,000 "
"293 Saint Attracta Road, Cabra, Cabra, Dublin 7",80 m²,,1 Bath,2 Bed,"€295,000 "
"124c Aras na Cluaine, Clondalkin, Dublin 22",63 m²,,2 Bath,2 Bed,"€195,000 "
"17 Ardagh Road, Crumlin, Dublin 12",122 m²,,2 Bath,3 Bed,"€395,000 "
"336 Clogher Road, Crumlin, Dublin 12",74 m²,,2 Bath,2 Bed,"€395,000 "
"30 Carrigmore Elms, Citywest, Saggart, Co. Dublin",110 m²,,3 Bath,3 Bed,"€315,000 "
"66 The Close, Citywest Village, Citywest, Co. Dublin",129 m²,,3 Bath,3 Bed,"€439,000 "
"Ashmere, 77 Marlborough Road, Donnybrook, Dublin 4",244 m²,,4 Bath,3 Bed,"€1,550,000 "
"11 Brookfield Court Dartry Dublin 6, Dartry, Dublin 6",102 m²,,2 Bath,3 Bed,"€595,000 "
"8 Stillorgan Park Blackrock, Blackrock, Co. Dublin",220 m²,,4 Bath,4 Bed,"€1,595,000 "
"223 Ballyroan Road, Rathfarnham, Rathfarnham, Dublin 14",140 m²,,2 Bath,4 Bed,"€695,000 "
"5 Curragh Hall Court, Tyrellstown, Tyrrelstown, Dublin 15",,,3 Bath,3 Bed,"€274,950 "
"19A Old Street, Malahide, Co. Dublin",48 m²,,1 Bath,1 Bed,"€299,950 "
"9 Francis Terrace, Bow Street, Smithfield, Dublin 1",,,1 Bath,2 Bed,"€274,950 "
"43 Carrigmore Crescent, Citywest, Co. Dublin",93 m²,,2 Bath,3 Bed,"€285,000 "
"60 The Water Rill, Waterside, Malahide, Co. Dublin",108 m²,,3 Bath,3 Bed,"€360,000 "
"3 Shrewsbury Gardens, Ballsbridge, Dublin 4",368 m²,,3 Bath,4 Bed,"€3,750,000 "
"4 Curragh Hall Court, Tyrellstown, Tyrrelstown, Dublin 15",105 m²,,3 Bath,3 Bed,"€249,950 "
"Saint Anthony, 11 Mountjoy Street, Phibsborough, Dublin 7",104 m²,,2 Bath,4 Bed,"€369,950 "
"83 Clonliffe Road, Drumcondra, Dublin 3",127 m²,,2 Bath,3 Bed,"€595,000 "
"29 Walkinstown Avenue, Walkinstown, Walkinstown, Dublin 12",,,1 Bath,3 Bed,"€349,950 "
"Apartment 239, Premier Square, Finglas, Dublin 11",59 m²,,2 Bath,2 Bed,"€245,000 "
"5 Saint Jarlath Road, Cabra, Cabra, Dublin 7",,,1 Bath,2 Bed,"€300,000 "
"17 Stralem Crescent, Ongar Village, Ongar, Dublin 15",128 m²,,3 Bath,4 Bed,"€349,950 "
"17 Sherrard Avenue, Dublin 1",56 m²,,1 Bath,2 Bed,"€280,000 "
"Parnell House, 4A Parnell Cottages, Malahide, Co. Dublin",200 m²,,3 Bath,4 Bed,"€1,295,000 "
"223 Clontarf Road, Clontarf, Dublin 3",152 m²,,1 Bath,4 Bed,"€740,000 "
"4 Simmons Court, Simmonscourt Road, Ballsbridge, Dublin 4",191 m²,,2 Bath,3 Bed,"€1,500,000 "
"41 Marlborough Road, Donnybrook, Dublin 4",268 m²,,,4 Bed,"€2,350,000 "
"7 Craiglands Ardeevin Road Dalkey, Dalkey, Co. Dublin",104 m²,,3 Bath,3 Bed,"€850,000 "
"6 Castlegrange Terrace, Castaheany, Dublin 15",105 m²,,3 Bath,3 Bed,"€345,000 "
"69 Kilworth Road, Drimnagh, Drimnagh, Dublin 12",75 m²,,1 Bath,2 Bed,"€269,000 "
"12 Griffith Walk, Drumcondra, Dublin 9",103 m²,,1 Bath,3 Bed,"€445,000 "
"14 Millbrook Court, Mount Brown, Dublin 8",41 m²,,1 Bath,1 Bed,"€240,000 "
"Apartment 11, The Slade, Tassagard Greens, Saggart, Co. Dublin",124 m²,,3 Bath,3 Bed,"€450,000 "
"40 Marsham Court, Stillorgan, Co. Dublin",89 m²,,2 Bath,3 Bed,"€550,000 "
"8 The View, Robswall, Malahide, Co. Dublin",199 m²,,3 Bath,4 Bed,"€935,000 "
"22 Annaly Drive, Ongar, Dublin 15",110 m²,,2 Bath,3 Bed,"€315,000 "
"158 North Road, Finglas, Dublin 11",82 m²,,1 Bath,3 Bed,"AMV: €320,000 "
"Apartment 71 The Strand 149 North Strand Road, East Wall, Dublin 3",69 m²,,2 Bath,2 Bed,"€325,000 "
"60 Roebuck Downs, Clonskeagh, Clonskeagh, Dublin 14",107 m²,,3 Bath,4 Bed,"€785,000 "
"Apt 5, 124/125 Capel Street, Dublin 1",65 m²,,1 Bath,2 Bed,"€375,000 "
"63 Old City Music Hall, Copper Alley, Temple Bar, Dublin 8",82 m²,,2 Bath,3 Bed,"€525,000 "
"17 White Oaks, Roebuck Road, Clonskeagh, Dublin 14",46 m²,,1 Bath,1 Bed,"€295,000 "
"2 Redesdale Court, Redesdale Road, Mount Merrion, Co. Dublin",58 m²,,1 Bath,2 Bed,"€495,000 "
"1 North Circular Road, Dublin 7",,,2 Bath,2 Bed,"€400,000 "
"3 Ashbrook Terrace, Sallymount Avenue, Ranelagh, Dublin 6",248 m²,,3 Bath,5 Bed,"€1,750,000 "
"7 Elder Heath Row, Kitipper, D24, Dublin 24",110 m²,,3 Bath,3 Bed,"€375,000 "
"60 Steevens Gate, James's Street, Dublin 8",75 m²,,1 Bath,2 Bed,"€345,000 "
"67 Hampton Green, Balbriggan, Co. Dublin",70 m²,,1 Bath,2 Bed,"€210,000 "
"180 Shantalla Road, Santry, Dublin 9",,,1 Bath,3 Bed,"€495,000 "
"Apartment 25, Gandon House, Custom House Square, Mayor Street Lower, I.F.S.C, Dublin 1",,,1 Bath,1 Bed,"AMV: €280,000 "
"42 O'Donnell Gardens, Glasthule, Co. Dublin",81 m²,,1 Bath,3 Bed,"€495,000 "
"96 Binn Eadair View, Sutton, Sutton, Dublin 13",68 m²,,1 Bath,2 Bed,"€425,000 "
"10 Ticknock Way, Ticknock Hill, Sandyford, Dublin 18",80 m²,,2 Bath,2 Bed,"€325,000 "
"Apartment 19, Ros Mor View, Scholarstown Road, Knocklyon, Dublin 16",69 m²,,2 Bath,2 Bed,"€350,000 "
"16 Larkfield Park, Harold's Cross, Harold's Cross, Dublin 6",75 m²,,1 Bath,2 Bed,"€525,000 "
"27 Hillview Drive, Pottery Road, Dun Laoghaire, Co. Dublin",116 m²,,1 Bath,4 Bed,"€520,000 "
"125 Springhill Avenue, Blackrock, Co. Dublin",134 m²,,1 Bath,4 Bed,"€695,000 "
"15 Booterstown Park, Booterstown, Co. Dublin",124 m²,,2 Bath,4 Bed,"€775,000 "
"97 Walsh Road, Drumcondra, Dublin 9",85 m²,,1 Bath,3 Bed,"€425,000 "
"Cielito, Blackglen Road, Dublin 18",218 m²,,2 Bath,4 Bed,"€995,000 "
"Apartment 11, 109 Parnell Street, Dublin 1",55 m²,,1 Bath,2 Bed,"€295,000 "
"62 Ashcroft, Raheny, Dublin 5",90 m²,,1 Bath,3 Bed,"€425,000 "
"52 Walkinstown Drive, Walkinstown, Walkinstown, Dublin 12",57 m²,,1 Bath,2 Bed,"€325,000 "
"57 Pecks Lane, Castleknock, Castleknock, Dublin 15",,,2 Bath,4 Bed,"€615,000 "
"20 Woodford Lawn, Monastery Road, Clondalkin, Dublin 22",84 m²,,2 Bath,3 Bed,"€275,000 "
"62 Churchtown Road Lower, Churchtown, Churchtown, Dublin 14",84 m²,,2 Bath,3 Bed,"€498,000 "
"22 The Green, Cypress Downs, Templeogue, Dublin 6W",153 m²,,2 Bath,4 Bed,"€895,000 "
"Apartment 36, Block 2, Parklands, Santry, Dublin 9",95 m²,,2 Bath,3 Bed,"€395,000 "
"48 Watson Road, Killiney, Co. Dublin",171 m²,,3 Bath,4 Bed,"€694,950 "
"Apartment 133, Temple Gardens, Santry, Dublin 9",74 m²,,2 Bath,2 Bed,"€265,000 "
"12 Newcastle Manor Crescent, Newcastle, Co. Dublin",61 m²,,1 Bath,2 Bed,"€239,500 "
"97 Mount Anville Wood, Lower Kilmacud Road, Goatstown, Dublin 14",172 m²,,3 Bath,4 Bed,"€950,000 "
"74a St Peters Terrace, Howth, Co. Dublin",75 m²,,1 Bath,2 Bed,"€545,000 "
"15 Annefield Terrace, Kenilworth Square North, Rathgar, Dublin 6",284 m²,,4 Bath,4 Bed,"€1,650,000 "
"6 Stratton Lawn, Adamstown, Lucan, Co. Dublin",132 m²,,3 Bath,4 Bed,"€435,000 "
"294 Ardmore Drive, Artane, Dublin 5",123 m²,,2 Bath,3 Bed,"€475,000 "
"31 Bluebell Avenue, Bluebell, Bluebell, Dublin 12",111 m²,,2 Bath,3 Bed,"€390,000 "
"Apartment 16, Ashford, Glasnevin, Dublin 11",45 m²,,1 Bath,1 Bed,"€240,000 "
"12 Garrynisk Road, Kingswood Heights, Tallaght, Dublin 24",96 m²,,1 Bath,3 Bed,"€345,000 "
"Apartment 9, Deerpark Lodge, Kiltipper, Dublin 24",56 m²,,1 Bath,2 Bed,"€230,000 "
"26 West Courtyard, Tullyvale, Cabinteely, Dublin 18",74 m²,,2 Bath,2 Bed,"€325,000 "
"Apartment 11, Windmill Lodge, Windmill Road, Crumlin, Dublin 12",50 m²,,1 Bath,1 Bed,"€230,000 "
"Apartment 205, Beacon One, Sandyford, Dublin 18",74 m²,,2 Bath,2 Bed,"€395,000 "
"16 Oliver Plunkett Square, Monkstown, Co. Dublin",,,1 Bath,3 Bed,"€540,000 "
"7 Annagh Court, Blanchardstown, Dublin 15",131 m²,,2 Bath,3 Bed,"€349,950 "
"7 Seacourt, Seafield Road East, Clontarf, Dublin 3",140 m²,,3 Bath,4 Bed,"€875,000 "
"10 Griffeen Glen Drive, Lucan, Co. Dublin",199 m²,,3 Bath,4 Bed,"€445,000 "
"Apartment 3, The Poplars, Stillorgan, Co. Dublin",54 m²,,1 Bath,1 Bed,"€320,000 "
"11 Marguerite Road, Glasnevin, D09H6N1, Dublin 9",126 m²,,1 Bath,4 Bed,"€600,000 "
"24 First Avenue, Seville Place, North Dock, Dublin 1",69 m²,,1 Bath,2 Bed,"€245,000 "
"5 Blackhall Court, Blackhall Place, Smithfield, Dublin 7",42 m²,,1 Bath,1 Bed,"€279,000 "
"19 Grove Lawn, Malahide, Co. Dublin",487 m²,,8 Bath,8 Bed,"€1,450,000 "
"16 Westway View, Corduff, Blanchardstown, Dublin 15",84 m²,,1 Bath,3 Bed,"€320,000 "
"58 Belmayne Park South, Balgriffin, Balgriffin, Dublin 13",,,2 Bath,3 Bed,"€320,000 "
"2 Applewood Place, Applewood, Swords, Co. Dublin",52 m²,,1 Bath,1 Bed,"€220,000 "
"83 Macroom Road, Coolock, Dublin 17",75 m²,,1 Bath,3 Bed,"€250,000 "
"17 Hazelgrove, Tallaght, Dublin 24",84 m²,,2 Bath,3 Bed,"€269,000 "
"Apartment 19, Hazelgrove Court, Tallaght, Dublin 24",60 m²,,2 Bath,2 Bed,"€219,000 "
"1 Whitworth Avenue, Drumcondra, Drumcondra, Dublin 3",60 m²,,1 Bath,2 Bed,"€400,000 "
"32 Ivar Street, Stoneybatter, Dublin 7",82 m²,,1 Bath,2 Bed,"€500,000 "
"47 Crumlin Road, Crumlin, Dublin 12",166 m²,,3 Bath,4 Bed,"€595,000 "
"55 Warren Avenue, Castleknock, Dublin 15",140 m²,,4 Bath,4 Bed,"€725,000 "
"46 Melville Drive, Meakstown, Finglas, Dublin 11",,,3 Bath,3 Bed,"€260,000 "
"92 Bushy Park Road, Rathgar, Rathgar, Dublin 6",173 m²,,2 Bath,4 Bed,"€995,000 "
"41 Orwell Place, Orwell Road, Rathgar, Dublin 6",130 m²,,3 Bath,3 Bed,"€1,200,000 "
"18 Eastwood, Finglas South, Finglas, Dublin 11",,,1 Bath,2 Bed,"€239,950 "
"2 Cherryfield Avenue Upper, Ranelagh, Ranelagh, Dublin 6",112 m²,,2 Bath,2 Bed,"€825,000 "
"39 Torcaill, Portmarnock, Co. Dublin",93 m²,,3 Bath,3 Bed,"€540,000 "
"65 Pinewood, Ballybrack, Co. Dublin",82 m²,,1 Bath,3 Bed,"€390,000 "
"34 Oakwood Avenue, Swords, Co. Dublin",92 m²,,1 Bath,3 Bed,"€325,000 "
"Apartment 40, Burnell Court, Mayne River Avenue, Northern Cross",92 m²,,2 Bath,3 Bed,"€295,000 "
"Apartment 4, Sandon Cove, 36 Castle Avenue, Clontarf, Dublin 3",59 m²,,1 Bath,2 Bed,"€325,000 "
"Apartment 34, Rockview, Blackglen Road, Sandyford, Dublin 18",43 m²,,1 Bath,1 Bed,"€235,000 "
"15 Riversdale Drive, Clondalkin, Clondalkin, Dublin 22",78 m²,,1 Bath,4 Bed,"€275,000 "
"23 Rathmichael Park, Shankill, Dublin 18",,,2 Bath,2 Bed,"€465,000 "
"2 Roselawn, Ballydowd, Lucan, Co. Dublin",106 m²,,1 Bath,4 Bed,"€465,000 "
"Rear of 37 Hughes Road North, Walkinstown, Dublin 12",0.03 ac,,,,"€80,000 "
"Apartment 10, 31 St James Walk, Rialto, Dublin 8",85 m²,,2 Bath,2 Bed,"€295,000 "
"4 Railway Avenue, Inchicore, Dublin 8",61 m²,,1 Bath,2 Bed,"€280,000 "
"Apartment 20, Cloncurry House, Dublin 1",85 m²,,2 Bath,2 Bed,"€480,000 "
"1 The Way, Hunter's Run, Clonee, Dublin 15",175 m²,,3 Bath,4 Bed,"€499,000 "
"Cranford, Swords, Co. Dublin",248 m²,,3 Bath,5 Bed,"€800,000 "
"13 Orchard Lane, Blackrock, Co. Dublin",46 m²,,1 Bath,2 Bed,"€425,000 "
"1 Minnowbrook, Terenure Road West, Terenure, Dublin 6W",121 m²,,3 Bath,3 Bed,"€595,000 "
"5 Limekiln Road, Manor Estate, Terenure, Dublin 12",158 m²,,2 Bath,3 Bed,"€650,000 "
"62 Sundale Close, Tallaght, Dublin 24",83 m²,,1 Bath,3 Bed,"€265,000 "
"64 St Helens Road, Booterstown, Co. Dublin",175 m²,,3 Bath,4 Bed,"€1,200,000 "
"8 Ashcroft, Raheny, Dublin 5",82 m²,,1 Bath,3 Bed,"€425,000 "
"105 Dorney Court, Shankill, Dublin 18",83 m²,,1 Bath,3 Bed,"€575,000 "
"143 Sandyford View Blackglen Road Simons Ridge, Sandyford, Dublin 18",76 m²,,2 Bath,2 Bed,"€350,000 "
"120 Sandford Woods, Swords, Co. Dublin",100 m²,,3 Bath,3 Bed,"€395,000 "
"5 Cedar Cottages, Linden Grove, Blackrock, Co. Dublin",72 m²,,1 Bath,2 Bed,"€575,000 "
"47 Charlemont, Griffith Avenue, Drumcondra, Dublin 9",131 m²,,3 Bath,4 Bed,"€675,000 "
"92 The Oaks, Rockfield, Dundrum, Dublin 16",66 m²,,2 Bath,2 Bed,"€395,000 "
"117 Merrion Village, Merrion Road, Ballsbridge, Dublin 4",70 m²,,1 Bath,2 Bed,"€395,000 "
"Ré¡th Luirc, Strifeland, Skerries, Co. Dublin",147 m²,,2 Bath,4 Bed,"€715,000 "
"36 & 38 Grove Park, Rathmines, Dublin 6",,,14 Bath,14 Bed,"€2,595,000 "
"282 Block 16 Marina Village, Malahide, Co. Dublin",167 m²,,3 Bath,4 Bed,"€825,000 "
"7 Dodder Court, Dodder Valley Park, Firhouse, Dublin 24",95 m²,,2 Bath,3 Bed,"€490,000 "
"93 Boulevard, Bealing Village, Tyrrelstown, Dublin 15",125 m²,,3 Bath,4 Bed,"€340,000 "
"21 Marlfield Terrace, Tallaght, Tallaght, Dublin 24",58 m²,,1 Bath,2 Bed,"€215,000 "
"Apartment 26, Levmoss Hall, Leopardstown, Dublin 18",86 m²,,2 Bath,2 Bed,"€375,000 "
"Apartment 15, Fortwilliam, Blackrock, Co. Dublin",78 m²,,1 Bath,2 Bed,"€475,000 "
"65 Hampton Green, Balbriggan, Co. Dublin",,,2 Bath,2 Bed,"AMV: €155,000 "
"52B Aras Na Cluaine, Clondalkin, Dublin 22",84 m²,,2 Bath,2 Bed,"€195,000 "
"46 Pine Copse Road, Dundrum, Dundrum, Dublin 14",120 m²,,2 Bath,4 Bed,"€695,000 "
"41A Aras na Cluaine, Clondalkin, Dublin 22",84 m²,,2 Bath,2 Bed,"€225,000 "
"Apartment 39, Virginia Hall, Belgard Square, Tallaght, Dublin 24",88 m²,,2 Bath,2 Bed,"€235,000 "
"12 Shanowen Avenue, Santry, Santry, Dublin 9",92 m²,,1 Bath,3 Bed,"€600,000 "
"67 Synge Street, Portobello, Dublin 8",93 m²,,,3 Bed,"€650,000 "
"47 Rock Road, Blackrock, Co. Dublin",137 m²,,2 Bath,3 Bed,"€795,000 "
"48 Bolton Square, Dominick Street Lower, Dublin 1",31 m²,,1 Bath,1 Bed,"€235,000 "
"56 Derrynane Gardens, Sandymount, Dublin 4",99 m²,,2 Bath,3 Bed,"€865,000 "
"30 Tolka Road, Ballybough, Dublin 3",80 m²,,2 Bath,2 Bed,"€375,000 "
"51 Foxborough Avenue, Lucan, Co. Dublin",84 m²,,1 Bath,3 Bed,"€345,000 "
"4 Coleman Crescent, Lusk Village, Lusk, Co. Dublin",132 m²,,3 Bath,3 Bed,"€350,000 "
"Apartment 48, Shangan Hall, Ballymun, Dublin 9",67 m²,,1 Bath,2 Bed,"€219,950 "
"70A Huntstown Wood, Mulhuddart, Dublin 15",0.02 ac,,,,"€350,000 "
"20 Grosvenor Place, Rathmines, Rathmines, Dublin 6",188 m²,,3 Bath,6 Bed,"€995,000 "
"8 Foxdene Grove, Lucan, Co. Dublin",82 m²,,1 Bath,3 Bed,"€250,000 "
"479 Collins Avenue West, Whitehall, Whitehall, Dublin 9",150 m²,,2 Bath,4 Bed,"€650,000 "
"9 Ashton Court, Ashton Broc, Swords, Co. Dublin",101 m²,,3 Bath,3 Bed,"€395,000 "
"23 Grange Crescent, Pottery Road, Dun Laoghaire, Co. Dublin",102 m²,,1 Bath,3 Bed,"€570,000 "
"283 Saint Attracta Road, Cabra, Cabra, Dublin 7",62 m²,,1 Bath,2 Bed,"€295,000 "
"3 Beechfield Heights, Castaheany, Dublin 15",,,1 Bath,2 Bed,"AMV: €265,000 "
"64 Curragh Hall Crescent, Tyrrelstown, Dublin 15",,,3 Bath,3 Bed,"€295,000 "
"Flat 1, 4 North Circular Road, North Circular Road, Dublin 7",0.03 ac,,,,"€250,000 "
"Residential Investment, Dartry, Dublin 6",470 m²,,9 Bath,9 Bed,"€3,200,000 "
"58 Clonard Street, Balbriggan, Co. Dublin",105 m²,,2 Bath,3 Bed,"€325,000 "
"61 Poddle Park, Kimmage, Dublin 12",105 m²,,2 Bath,3 Bed,"€525,000 "
"36c Thornville Road, Kilbarrack, Dublin 5",,,,,"€100,000 "
"3 Woodville Avenue, Lucan, Co. Dublin",,,3 Bath,4 Bed,"€420,000 "
"2 Barnamore Park, Finglas South, Finglas, Dublin 11",88 m²,,2 Bath,3 Bed,"€199,000 "
"99 Lioscian, Swords, Co. Dublin",111 m²,,3 Bath,4 Bed,"€375,000 2 ONLINE OFFERS"
"32 Suir Road, Kilmainham, Kilmainham, Dublin 8",81 m²,,1 Bath,4 Bed,"€385,000 "
"75 Ardmore Park, Dun Laoghaire, Co. Dublin",140 m²,,2 Bath,3 Bed,"€699,000 "
"17 Monastery Heath Court, Clondalkin, Clondalkin, Dublin 22",57 m²,,1 Bath,2 Bed,"€245,000 "
"2 The Old Distillery, The Coombe, Dublin 8",59 m²,,1 Bath,2 Bed,"€275,000 "
"70A Huntstown Wood, Mulhuddart, Dublin 15",67 m²,,2 Bath,3 Bed,"€350,000 "
"24 Rosedale, Inchicore, Dublin 8",62 m²,,1 Bath,2 Bed,"€250,000 "
"19 Saint James's Road, Greenhills, Greenhills, Dublin 12",118 m²,,1 Bath,3 Bed,"€425,000 "
"Site at 87 Delwood Drive, Castleknock, Dublin 15",0.04 ac,,,,"€225,000 "
"24 Birchfield Heights, Goatstown, Goatstown, Dublin 14",,,2 Bath,4 Bed,"€720,000 "
"11 Hyacinth Street, North Strand, Dublin 3",55 m²,,1 Bath,2 Bed,"€295,000 "
"36 Thornville Road, Kilbarrack, D05EW98, Dublin 5",80 m²,,1 Bath,3 Bed,"€325,000 "
"Apt 1 The Mews, Apt 1 The Mews, 51 Power's Court, Dublin 2",120 m²,,2 Bath,2 Bed,"€845,000 "
"7 Kingston Rise, Ballinteer, Dundrum, Dublin 14",100 m²,,1 Bath,3 Bed,"€595,000 "
"6 Saint Helen's Court, Adamstown, Adamstown, Co. Dublin",96 m²,,3 Bath,3 Bed,"€385,000 "
"28 Carrickmount Drive, Churchtown, Churchtown, Dublin 14",79 m²,,1 Bath,3 Bed,"€450,000 "
"35 Foster Terrace, Ballybough, Ballybough, Dublin 3",100 m²,,2 Bath,3 Bed,"€375,000 "
"15 Greenmount Court, Harold's Cross Road, Dublin 12",54 m²,,1 Bath,1 Bed,"€295,000 "
"Brownstown, Newcastle, Co. Dublin",,,2 Bath,5 Bed,"AMV: €425,000 "
"Dún Rí, Cross Avenue, Blackrock, Co. Dublin",362 m²,,6 Bath,4 Bed,"€3,000,000 "
"29 Grange Park Grove, Raheny, Dublin 5",120 m²,,2 Bath,4 Bed,"€525,000 "
"13 The Willows, Blackrock, Co. Dublin",,,2 Bath,3 Bed,"€585,000 "
"554 North Circular Road, Dublin 1",145 m²,,1 Bath,3 Bed,"€650,000 "
"36 Ash Park Grove, Lucan, Co. Dublin",100 m²,,3 Bath,3 Bed,"€380,000 "
"14 Elmbrook Walk, Lucan, Co. Dublin",90 m²,,,3 Bed,"€350,000 "
"18 Woodlawn Park, Dun Laoghaire, Co. Dublin",,,2 Bath,4 Bed,"€550,000 "
"16 North Circular Road, Phibsborough, Dublin 7",263 m²,,3 Bath,6 Bed,"€995,000 "
"8 Wynnsward Park Clonskeagh Dublin 14, Clonskeagh, Dublin 14",196 m²,,3 Bath,5 Bed,"€1,350,000 "
